Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Duration_Days,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
17/02/2021,יפן,אסיה,צונאמי,גלים בגובה 8 מטר,73,1,הרס נרחב,170,26618,1865,קריטית,כן
26/09/2000,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,11089,51,קריסת מערכות מוחלטת,221,33647,1832,קריטית,כן
10/02/2022,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,22808,5,נזק חלקי לתשתיות,151,41183,497,קריטית,כן
25/10/2006,איטליה,אירופה,שיטפון,מפלס מים 0.7 מטר,658,23,הרס נרחב,94,19201,1971,קריטית,כן
30/06/2006,אינדונזיה,אסיה,צונאמי,גלים בגובה 10 מטר,160,2,הרס נרחב,94,24821,1038,גבוהה,לא
09/08/2024,איטליה,אירופה,שריפת יער,סכנה קיצונית,23077,51,קריסת מערכות מוחלטת,81,28100,16,קריטית,כן
31/05/2017,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 2.7 מטר,1381,5,קריסת מערכות מוחלטת,289,19944,1098,קריטית,כן
03/11/2019,יפן,אסיה,הוריקן,דרגה 1,13742,12,הרס נרחב,172,30709,1549,קריטית,כן
17/07/2019,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,1450,14,קריסת מערכות מוחלטת,8,35327,770,קריטית,כן
30/10/2004,קנדה,צפון אמריקה,שיטפון,מפלס מים 2.5 מטר,2505,22,קריסת מערכות מוחלטת,85,40161,76,קריטית,כן
21/04/2015,יפן,אסיה,שריפת יער,סכנה קיצונית,24651,39,נזק קל בלבד,143,48234,1135,גבוהה,כן
04/03/2002,אינדונזיה,אסיה,צונאמי,גלים בגובה 11 מטר,95,2,נזק חלקי לתשתיות,298,22293,615,קריטית,כן
16/02/2000,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,19268,9,קריסת מערכות מוחלטת,147,1469,1657,קריטית,כן
17/09/2017,איטליה,אירופה,רעידת אדמה,6.7 ריכטר,684,3,נזק קל בלבד,107,13499,115,גבוהה,כן
04/11/2024,קנדה,צפון אמריקה,שיטפון,מפלס מים 3.6 מטר,2357,27,נזק חלקי לתשתיות,126,4960,504,גבוהה,כן
04/05/2022,יפן,אסיה,הוריקן,דרגה 1,3986,10,נזק חלקי לתשתיות,264,20264,1970,קריטית,כן
01/11/2016,מקסיקו,צפון אמריקה,רעידת אדמה,7.6 ריכטר,763,2,קריסת מערכות מוחלטת,155,34352,1731,קריטית,כן
08/09/2001,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 3.1 מטר,978,14,נזק חלקי לתשתיות,150,48202,360,גבוהה,לא
30/09/2021,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,7402,4,נזק קל בלבד,0,30715,1670,קריטית,כן
30/09/2005,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,6492,5,הרס נרחב,33,5328,1338,קריטית,כן
25/12/2007,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 3.9 מטר,925,19,קריסת מערכות מוחלטת,130,41030,678,קריטית,כן
25/03/2005,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 7 מטר,199,1,קריסת מערכות מוחלטת,85,31049,350,קריטית,כן
06/02/2008,טורקיה,אירופה,שיטפון,מפלס מים 0.8 מטר,2612,18,נזק קל בלבד,27,11748,1789,קריטית,כן
01/12/2009,צ'ילה,דרום אמריקה,רעידת אדמה,7.8 ריכטר,726,1,קריסת מערכות מוחלטת,78,30082,1378,קריטית,כן
01/03/2017,הודו,אסיה,שיטפון,מפלס מים 2.5 מטר,1132,29,הרס נרחב,111,49430,1962,קריטית,כן
11/12/2005,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,9598,18,נזק חלקי לתשתיות,213,16873,653,קריטית,כן
05/02/2014,יפן,אסיה,שיטפון,מפלס מים 2.8 מטר,692,20,הרס נרחב,272,29703,854,קריטית,כן
11/11/2003,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,1826,8,נזק קל בלבד,110,7523,715,גבוהה,כן
18/05/2014,איטליה,אירופה,שיטפון,מפלס מים 1.3 מטר,549,27,הרס נרחב,186,48332,955,קריטית,כן
01/09/2007,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,9515,5,קריסת מערכות מוחלטת,223,35187,959,קריטית,כן
09/10/2007,קנדה,צפון אמריקה,רעידת אדמה,7.9 ריכטר,253,2,קריסת מערכות מוחלטת,216,20671,1924,קריטית,כן
14/12/2015,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,15943,6,נזק חלקי לתשתיות,139,47539,842,גבוהה,לא
25/11/2017,אוסטרליה,אוקיאניה,רעידת אדמה,5.7 ריכטר,800,1,הרס נרחב,119,44826,388,גבוהה,כן
20/03/2006,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,12225,6,הרס נרחב,11,49486,1696,קריטית,כן
03/08/2018,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,14286,30,נזק קל בלבד,266,11453,767,קריטית,כן
28/03/2008,אינדונזיה,אסיה,שיטפון,מפלס מים 2.5 מטר,2106,30,הרס נרחב,66,34398,907,גבוהה,לא
05/04/2015,אינדונזיה,אסיה,הוריקן,דרגה 1,3993,13,קריסת מערכות מוחלטת,294,13994,621,קריטית,כן
22/01/2012,טורקיה,אירופה,שיטפון,מפלס מים 2.3 מטר,1571,11,נזק חלקי לתשתיות,56,40713,865,גבוהה,כן
01/06/2025,צ'ילה,דרום אמריקה,רעידת אדמה,6.8 ריכטר,714,4,נזק קל בלבד,204,1956,52,קריטית,כן
13/05/2017,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,8891,49,קריסת מערכות מוחלטת,161,17740,1579,קריטית,כן
10/07/2002,צ'ילה,דרום אמריקה,רעידת אדמה,8.2 ריכטר,799,1,נזק קל בלבד,2,27481,47,בינונית,לא
17/10/2008,אוסטרליה,אוקיאניה,רעידת אדמה,8.2 ריכטר,311,2,נזק חלקי לתשתיות,46,31816,1838,קריטית,כן
19/03/2017,אינדונזיה,אסיה,רעידת אדמה,6.9 ריכטר,650,2,הרס נרחב,168,19033,1672,קריטית,כן
14/02/2018,איטליה,אירופה,שיטפון,מפלס מים 3.8 מטר,855,27,נזק חלקי לתשתיות,138,28536,834,גבוהה,כן
14/10/2023,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,2695,33,הרס נרחב,104,16341,1808,קריטית,כן
06/11/2019,הודו,אסיה,רעידת אדמה,5.4 ריכטר,316,3,הרס נרחב,48,10779,93,גבוהה,כן
31/07/2002,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,14090,9,הרס נרחב,199,36055,1309,קריטית,כן
30/07/2003,הודו,אסיה,הוריקן,דרגה 1,4696,14,הרס נרחב,192,12661,846,קריטית,כן
07/08/2008,טורקיה,אירופה,שריפת יער,סכנה קיצונית,3212,41,הרס נרחב,222,21727,401,קריטית,כן
24/08/2016,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,24622,42,נזק קל בלבד,181,24536,663,קריטית,כן
31/10/2008,הודו,אסיה,שריפת יער,סכנה קיצונית,21658,14,הרס נרחב,130,38612,1304,קריטית,כן
09/03/2001,איטליה,אירופה,צונאמי,גלים בגובה 15 מטר,239,1,הרס נרחב,201,13444,578,קריטית,כן
01/02/2015,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,11896,7,נזק קל בלבד,238,37257,57,קריטית,כן
20/01/2000,צ'ילה,דרום אמריקה,רעידת אדמה,5.7 ריכטר,197,1,הרס נרחב,32,18110,1779,קריטית,כן
07/12/2000,יפן,אסיה,הוריקן,דרגה 2,3046,4,נזק קל בלבד,142,4155,1650,קריטית,כן
04/06/2018,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 3.7 מטר,726,20,נזק קל בלבד,217,23044,74,קריטית,כן
16/10/2021,יפן,אסיה,הוריקן,דרגה 5,11318,5,נזק קל בלבד,67,24738,483,גבוהה,לא
06/12/2015,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 2.5 מטר,597,23,קריסת מערכות מוחלטת,24,33454,533,קריטית,כן
26/07/2011,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,8168,2,נזק קל בלבד,245,6511,903,קריטית,כן
30/12/2025,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 0.9 מטר,2398,9,נזק קל בלבד,203,30339,553,קריטית,כן
11/06/2017,איטליה,אירופה,הוריקן,דרגה 2,11706,3,הרס נרחב,231,35380,750,קריטית,כן
03/08/2014,יפן,אסיה,רעידת אדמה,5.6 ריכטר,282,2,הרס נרחב,62,3847,107,גבוהה,לא
22/08/2025,אינדונזיה,אסיה,רעידת אדמה,7.6 ריכטר,682,1,נזק קל בלבד,200,12711,1052,קריטית,כן
27/04/2004,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,3658,9,נזק קל בלבד,271,42712,411,קריטית,כן
06/10/2006,הודו,אסיה,רעידת אדמה,6.3 ריכטר,195,3,נזק קל בלבד,242,26182,1255,קריטית,כן
11/01/2022,יפן,אסיה,שריפת יער,סכנה קיצונית,10687,51,הרס נרחב,99,7043,185,גבוהה,כן
24/02/2026,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,24038,56,נזק קל בלבד,213,40754,539,קריטית,כן
05/11/2009,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 3.5 מטר,366,11,הרס נרחב,209,11631,1533,קריטית,כן
11/06/2001,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,596,26,הרס נרחב,292,12886,310,קריטית,כן
28/07/2021,יפן,אסיה,רעידת אדמה,5.6 ריכטר,122,3,נזק קל בלבד,239,47025,352,קריטית,כן
14/03/2014,איטליה,אירופה,צונאמי,גלים בגובה 15 מטר,70,1,קריסת מערכות מוחלטת,252,35749,493,קריטית,כן
18/07/2021,יפן,אסיה,רעידת אדמה,7.9 ריכטר,721,2,הרס נרחב,116,15542,1103,גבוהה,לא
30/06/2013,יפן,אסיה,צונאמי,גלים בגובה 12 מטר,13,2,נזק קל בלבד,93,40330,157,גבוהה,לא
10/03/2010,יפן,אסיה,שיטפון,מפלס מים 1.1 מטר,1430,17,קריסת מערכות מוחלטת,81,38447,4,קריטית,כן
06/11/2000,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,22803,35,נזק חלקי לתשתיות,150,43808,1995,קריטית,כן
29/03/2008,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 5 מטר,77,1,קריסת מערכות מוחלטת,130,33400,1537,קריטית,כן
04/02/2007,יפן,אסיה,צונאמי,גלים בגובה 4 מטר,149,3,קריסת מערכות מוחלטת,110,41796,1292,קריטית,כן
30/08/2010,אינדונזיה,אסיה,רעידת אדמה,8.2 ריכטר,749,2,נזק חלקי לתשתיות,214,38542,1561,קריטית,כן
10/07/2004,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,2685,14,נזק קל בלבד,220,10169,803,קריטית,כן
25/01/2002,הודו,אסיה,צונאמי,גלים בגובה 4 מטר,64,2,נזק חלקי לתשתיות,27,15931,1731,קריטית,כן
23/01/2015,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 9 מטר,86,3,נזק חלקי לתשתיות,226,2326,200,קריטית,כן
02/02/2022,הודו,אסיה,שריפת יער,סכנה קיצונית,24412,60,נזק חלקי לתשתיות,178,2255,1106,קריטית,כן
05/08/2025,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 10 מטר,249,1,הרס נרחב,294,1730,1031,קריטית,כן
01/12/2002,אינדונזיה,אסיה,רעידת אדמה,5.8 ריכטר,105,3,קריסת מערכות מוחלטת,261,30762,1704,קריטית,כן
22/09/2022,הודו,אסיה,הוריקן,דרגה 3,10976,9,נזק חלקי לתשתיות,185,38187,1350,קריטית,כן
23/05/2018,"ארה""ב",צפון אמריקה,רעידת אדמה,5.7 ריכטר,555,2,קריסת מערכות מוחלטת,205,44990,1970,קריטית,כן
25/10/2003,קנדה,צפון אמריקה,צונאמי,גלים בגובה 10 מטר,227,1,נזק קל בלבד,104,16104,1779,קריטית,כן
15/08/2010,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,1338,31,נזק קל בלבד,208,277,954,קריטית,כן
27/10/2010,איטליה,אירופה,רעידת אדמה,8.1 ריכטר,349,2,הרס נרחב,138,48802,1827,קריטית,כן
28/03/2013,איטליה,אירופה,צונאמי,גלים בגובה 15 מטר,298,2,נזק חלקי לתשתיות,44,49430,440,בינונית,לא
19/04/2023,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,11997,32,הרס נרחב,2,26156,240,גבוהה,לא
09/06/2018,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,14832,11,הרס נרחב,12,44362,543,גבוהה,כן
21/06/2005,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 0.8 מטר,1004,17,קריסת מערכות מוחלטת,188,18600,130,קריטית,כן
12/01/2024,טורקיה,אירופה,צונאמי,גלים בגובה 12 מטר,294,1,קריסת מערכות מוחלטת,98,1170,1763,קריטית,כן
04/02/2001,קנדה,צפון אמריקה,רעידת אדמה,6.3 ריכטר,559,1,קריסת מערכות מוחלטת,291,44891,936,קריטית,כן
24/01/2004,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,3349,3,נזק קל בלבד,253,14119,568,קריטית,כן
01/06/2010,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,9019,9,קריסת מערכות מוחלטת,144,6177,621,קריטית,כן
29/01/2012,איטליה,אירופה,צונאמי,גלים בגובה 7 מטר,186,2,הרס נרחב,191,989,1822,קריטית,כן
03/10/2018,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,5562,4,הרס נרחב,183,26660,1464,קריטית,כן
28/11/2015,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,659,12,הרס נרחב,155,43207,1845,קריטית,כן
14/06/2000,יפן,אסיה,הוריקן,דרגה 3,2165,9,נזק חלקי לתשתיות,277,9115,567,קריטית,כן
11/04/2012,טורקיה,אירופה,הוריקן,דרגה 5,12386,7,נזק חלקי לתשתיות,216,36697,384,קריטית,כן
13/04/2001,צ'ילה,דרום אמריקה,רעידת אדמה,8.4 ריכטר,613,1,הרס נרחב,85,32164,1329,קריטית,כן
12/08/2002,איטליה,אירופה,הוריקן,דרגה 1,8355,12,נזק קל בלבד,238,40726,373,קריטית,כן
15/01/2020,קנדה,צפון אמריקה,צונאמי,גלים בגובה 7 מטר,243,3,קריסת מערכות מוחלטת,144,31318,1481,קריטית,כן
10/09/2023,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,5857,6,הרס נרחב,81,20070,1598,קריטית,כן
18/02/2007,קנדה,צפון אמריקה,שיטפון,מפלס מים 3.1 מטר,1396,21,הרס נרחב,14,32323,18,גבוהה,לא
27/03/2022,קנדה,צפון אמריקה,צונאמי,גלים בגובה 11 מטר,101,2,נזק קל בלבד,115,15520,756,גבוהה,כן
26/12/2023,הודו,אסיה,שריפת יער,סכנה קיצונית,19039,59,קריסת מערכות מוחלטת,75,29736,710,קריטית,כן
16/12/2020,אינדונזיה,אסיה,צונאמי,גלים בגובה 10 מטר,231,1,הרס נרחב,264,34230,981,קריטית,כן
07/09/2006,טורקיה,אירופה,שיטפון,מפלס מים 0.8 מטר,169,3,נזק חלקי לתשתיות,232,16656,677,קריטית,כן
25/02/2007,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 5 מטר,97,2,נזק קל בלבד,22,35075,1456,קריטית,כן
03/12/2017,הודו,אסיה,שריפת יער,סכנה קיצונית,23915,9,קריסת מערכות מוחלטת,136,46349,1467,קריטית,כן
01/05/2002,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 8 מטר,80,1,קריסת מערכות מוחלטת,33,16685,1431,קריטית,כן
01/01/2020,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,6945,45,נזק קל בלבד,252,17060,1602,קריטית,כן
07/04/2006,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,3916,52,נזק חלקי לתשתיות,289,17369,101,קריטית,כן
02/01/2012,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,13990,2,נזק קל בלבד,190,16105,182,קריטית,כן
08/07/2014,אינדונזיה,אסיה,שיטפון,מפלס מים 3.6 מטר,2225,10,הרס נרחב,145,17420,1200,גבוהה,כן
25/04/2019,יפן,אסיה,שריפת יער,סכנה קיצונית,1598,59,נזק קל בלבד,64,47785,108,גבוהה,כן
28/09/2008,יפן,אסיה,שיטפון,מפלס מים 2.6 מטר,1841,13,קריסת מערכות מוחלטת,33,47187,1521,קריטית,כן
24/04/2025,אינדונזיה,אסיה,שיטפון,מפלס מים 3.5 מטר,935,14,הרס נרחב,161,4353,628,קריטית,כן
05/10/2006,קנדה,צפון אמריקה,רעידת אדמה,6.2 ריכטר,688,1,נזק חלקי לתשתיות,236,8089,1545,קריטית,כן
19/05/2021,הודו,אסיה,שריפת יער,סכנה קיצונית,5625,57,הרס נרחב,40,43971,1425,קריטית,כן
27/05/2023,איטליה,אירופה,הוריקן,דרגה 4,2234,3,הרס נרחב,41,1551,1622,קריטית,כן
