Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
11/08/2016,טורקיה,אירופה,הוריקן,דרגה 2,6520,הרס נרחב,81,22748,1917,קריטית,כן
24/10/2025,יפן,אסיה,הוריקן,דרגה 4,12670,הרס נרחב,210,5634,883,קריטית,כן
15/12/2005,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,13576,הרס נרחב,274,26879,525,קריטית,כן
29/02/2008,טורקיה,אירופה,הוריקן,דרגה 1,8475,הרס נרחב,209,49734,1015,קריטית,כן
10/07/2020,איטליה,אירופה,הוריקן,דרגה 5,4636,הרס נרחב,4,2581,1604,קריטית,כן
09/10/2022,הודו,אסיה,הוריקן,דרגה 3,11621,הרס נרחב,276,25423,1978,קריטית,כן
20/11/2016,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,6171,הרס נרחב,150,18501,1787,קריטית,כן
04/07/2017,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,7073,הרס נרחב,141,11403,1269,קריטית,כן
17/10/2025,איטליה,אירופה,הוריקן,דרגה 4,12852,הרס נרחב,154,47258,454,קריטית,כן
13/07/2004,איטליה,אירופה,הוריקן,דרגה 1,10097,הרס נרחב,258,2421,1641,קריטית,כן
01/09/2017,טורקיה,אירופה,הוריקן,דרגה 5,13283,הרס נרחב,68,16138,1595,קריטית,כן
03/09/2007,הודו,אסיה,הוריקן,דרגה 1,1830,הרס נרחב,107,14089,1493,קריטית,כן
30/10/2021,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,5519,הרס נרחב,233,17237,1530,קריטית,כן
14/09/2012,הודו,אסיה,הוריקן,דרגה 3,10875,הרס נרחב,293,5560,432,קריטית,כן
27/03/2026,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,9983,הרס נרחב,173,33193,334,קריטית,כן
25/04/2000,יפן,אסיה,הוריקן,דרגה 5,11296,הרס נרחב,197,42791,942,קריטית,כן
14/08/2010,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,9168,הרס נרחב,246,30162,1182,קריטית,כן
26/03/2010,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,8236,הרס נרחב,264,13741,1979,קריטית,כן
09/11/2013,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,10221,הרס נרחב,170,2149,780,קריטית,כן
21/05/2017,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,14475,הרס נרחב,277,13833,470,קריטית,כן
27/01/2005,יפן,אסיה,הוריקן,דרגה 5,10841,הרס נרחב,1,37274,1643,קריטית,כן
30/05/2017,טורקיה,אירופה,הוריקן,דרגה 3,8234,הרס נרחב,288,24677,1550,קריטית,כן
06/01/2003,יפן,אסיה,הוריקן,דרגה 2,5591,הרס נרחב,88,8560,1933,קריטית,כן
18/02/2019,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,9682,הרס נרחב,49,28728,1335,קריטית,כן
08/05/2017,טורקיה,אירופה,הוריקן,דרגה 5,14016,הרס נרחב,202,33311,1589,קריטית,כן
21/05/2012,קנדה,צפון אמריקה,הוריקן,דרגה 5,3598,הרס נרחב,216,22543,1385,קריטית,כן
02/01/2022,טורקיה,אירופה,הוריקן,דרגה 3,10687,הרס נרחב,282,49305,1803,קריטית,כן
02/12/2007,אינדונזיה,אסיה,הוריקן,דרגה 2,14968,הרס נרחב,216,33878,397,קריטית,כן
01/01/2014,יפן,אסיה,הוריקן,דרגה 5,12838,הרס נרחב,51,10077,1721,קריטית,כן
18/05/2020,אינדונזיה,אסיה,הוריקן,דרגה 1,9984,הרס נרחב,217,40214,1869,קריטית,כן
15/11/2009,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,13653,הרס נרחב,45,30553,1317,קריטית,כן
29/09/2019,הודו,אסיה,הוריקן,דרגה 1,9328,הרס נרחב,268,28375,896,קריטית,כן
05/02/2020,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,4132,הרס נרחב,236,289,61,קריטית,כן
23/02/2025,קנדה,צפון אמריקה,הוריקן,דרגה 3,5370,הרס נרחב,202,2156,1608,קריטית,כן
04/05/2012,קנדה,צפון אמריקה,הוריקן,דרגה 1,5793,הרס נרחב,74,40644,1955,קריטית,כן
26/11/2008,יפן,אסיה,הוריקן,דרגה 5,7484,הרס נרחב,297,19520,1839,קריטית,כן
17/06/2024,טורקיה,אירופה,הוריקן,דרגה 4,7674,הרס נרחב,276,28529,454,קריטית,כן
20/05/2015,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,11469,הרס נרחב,203,17145,1995,קריטית,כן
09/02/2017,אינדונזיה,אסיה,הוריקן,דרגה 4,3270,הרס נרחב,285,49025,1385,קריטית,כן
05/08/2022,קנדה,צפון אמריקה,הוריקן,דרגה 2,5999,הרס נרחב,78,33828,1839,קריטית,כן
02/09/2023,הודו,אסיה,הוריקן,דרגה 4,9027,הרס נרחב,186,32402,382,קריטית,כן
02/12/2024,אינדונזיה,אסיה,הוריקן,דרגה 5,11673,הרס נרחב,277,25456,1799,קריטית,כן
11/12/2005,יפן,אסיה,הוריקן,דרגה 3,13592,הרס נרחב,80,30510,1335,קריטית,כן
30/06/2006,איטליה,אירופה,הוריקן,דרגה 4,13338,הרס נרחב,294,41639,1404,קריטית,כן
16/03/2007,איטליה,אירופה,הוריקן,דרגה 5,4608,הרס נרחב,281,2843,28,קריטית,כן
17/12/2012,טורקיה,אירופה,הוריקן,דרגה 2,2404,הרס נרחב,194,2255,622,קריטית,כן
01/02/2005,טורקיה,אירופה,הוריקן,דרגה 4,2956,הרס נרחב,258,16849,1153,קריטית,כן
18/05/2018,יפן,אסיה,הוריקן,דרגה 5,3595,הרס נרחב,216,25897,142,קריטית,כן
17/02/2002,הודו,אסיה,הוריקן,דרגה 2,2930,הרס נרחב,248,41568,1423,קריטית,כן
09/11/2006,יפן,אסיה,הוריקן,דרגה 2,3714,הרס נרחב,181,10687,548,קריטית,כן
18/09/2017,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,14354,הרס נרחב,8,39816,1660,קריטית,כן
15/06/2002,אינדונזיה,אסיה,הוריקן,דרגה 4,8769,הרס נרחב,159,42633,1158,קריטית,כן
11/05/2014,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,9185,הרס נרחב,252,26398,881,קריטית,כן
29/06/2022,הודו,אסיה,הוריקן,דרגה 2,2127,הרס נרחב,133,26689,1725,קריטית,כן
08/06/2020,איטליה,אירופה,הוריקן,דרגה 3,11643,הרס נרחב,204,5846,1436,קריטית,כן
04/06/2010,קנדה,צפון אמריקה,הוריקן,דרגה 1,5987,הרס נרחב,297,21198,1163,קריטית,כן
09/03/2019,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,1293,הרס נרחב,238,22510,1734,קריטית,כן
09/09/2017,הודו,אסיה,הוריקן,דרגה 2,9798,הרס נרחב,236,26070,669,קריטית,כן
23/03/2003,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,8002,הרס נרחב,226,46206,1308,קריטית,כן
07/04/2010,טורקיה,אירופה,הוריקן,דרגה 4,13504,הרס נרחב,166,38352,1150,קריטית,כן
24/05/2010,איטליה,אירופה,הוריקן,דרגה 1,13810,הרס נרחב,152,33289,837,קריטית,כן
19/02/2013,קנדה,צפון אמריקה,הוריקן,דרגה 2,8430,הרס נרחב,83,49020,1398,קריטית,כן
02/03/2024,קנדה,צפון אמריקה,הוריקן,דרגה 3,4102,הרס נרחב,233,40551,1039,קריטית,כן
16/10/2009,אינדונזיה,אסיה,הוריקן,דרגה 5,8481,הרס נרחב,175,49630,1054,קריטית,כן
01/08/2022,אינדונזיה,אסיה,הוריקן,דרגה 1,14220,הרס נרחב,189,7400,1954,קריטית,כן
10/06/2002,אינדונזיה,אסיה,הוריקן,דרגה 5,8788,הרס נרחב,212,8523,1380,קריטית,כן
03/12/2020,איטליה,אירופה,הוריקן,דרגה 5,3117,הרס נרחב,220,29374,425,קריטית,כן
21/11/2025,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,11125,הרס נרחב,276,36790,692,קריטית,כן
26/04/2012,איטליה,אירופה,הוריקן,דרגה 1,4326,הרס נרחב,136,41166,1907,קריטית,כן
27/09/2017,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,2306,הרס נרחב,68,13919,1401,קריטית,כן
19/11/2006,אינדונזיה,אסיה,הוריקן,דרגה 2,1778,הרס נרחב,57,44516,1947,קריטית,כן
28/10/2020,הודו,אסיה,הוריקן,דרגה 4,4707,הרס נרחב,300,20319,1352,קריטית,כן
30/03/2023,יפן,אסיה,הוריקן,דרגה 2,8897,הרס נרחב,232,41270,843,קריטית,כן
14/12/2017,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,4502,הרס נרחב,182,33977,1423,קריטית,כן
28/02/2018,קנדה,צפון אמריקה,הוריקן,דרגה 2,3338,הרס נרחב,225,19854,480,קריטית,כן
17/07/2006,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,7768,הרס נרחב,38,15544,1755,קריטית,כן
28/02/2026,יפן,אסיה,הוריקן,דרגה 4,11050,הרס נרחב,205,47109,355,קריטית,כן
02/12/2013,הודו,אסיה,הוריקן,דרגה 3,11209,הרס נרחב,268,23758,934,קריטית,כן
16/08/2021,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,5006,הרס נרחב,290,26808,642,קריטית,כן
15/07/2014,טורקיה,אירופה,הוריקן,דרגה 3,13349,הרס נרחב,273,42251,1734,קריטית,כן
05/08/2019,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,12296,הרס נרחב,161,8783,1114,קריטית,כן
10/09/2002,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,5686,הרס נרחב,271,11250,9,קריטית,כן
15/06/2007,יפן,אסיה,הוריקן,דרגה 3,8502,הרס נרחב,94,16832,1676,קריטית,כן
05/09/2005,יפן,אסיה,הוריקן,דרגה 3,4896,הרס נרחב,224,23201,26,קריטית,כן
19/04/2015,טורקיה,אירופה,הוריקן,דרגה 4,4590,הרס נרחב,148,11796,1203,קריטית,כן
20/02/2011,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,3826,הרס נרחב,286,41596,970,קריטית,כן
22/07/2025,קנדה,צפון אמריקה,הוריקן,דרגה 3,9252,הרס נרחב,290,26019,517,קריטית,כן
28/04/2001,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,9230,הרס נרחב,289,29249,1599,קריטית,כן
05/10/2009,אינדונזיה,אסיה,הוריקן,דרגה 2,2401,הרס נרחב,263,46956,320,קריטית,כן
13/08/2018,אינדונזיה,אסיה,הוריקן,דרגה 2,10194,הרס נרחב,25,47091,1904,קריטית,כן
26/04/2001,קנדה,צפון אמריקה,הוריקן,דרגה 3,3632,הרס נרחב,183,23227,1764,קריטית,כן
08/05/2013,הודו,אסיה,הוריקן,דרגה 2,11526,הרס נרחב,167,35045,507,קריטית,כן
12/10/2004,איטליה,אירופה,הוריקן,דרגה 4,11309,הרס נרחב,291,31785,484,קריטית,כן
28/11/2024,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,11301,הרס נרחב,153,49305,105,קריטית,כן
12/11/2019,קנדה,צפון אמריקה,הוריקן,דרגה 2,8663,הרס נרחב,131,4121,1266,קריטית,כן
03/08/2013,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,9860,הרס נרחב,31,8497,1578,קריטית,כן
27/01/2009,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,4242,הרס נרחב,94,19793,1897,קריטית,כן
08/05/2009,קנדה,צפון אמריקה,הוריקן,דרגה 5,10683,הרס נרחב,286,8533,1856,קריטית,כן
23/07/2004,אינדונזיה,אסיה,הוריקן,דרגה 1,4596,הרס נרחב,237,1794,1172,קריטית,כן
28/09/2002,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,7804,הרס נרחב,251,38973,1131,קריטית,כן
19/02/2007,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,14763,הרס נרחב,137,47544,1349,קריטית,כן
02/09/2013,קנדה,צפון אמריקה,הוריקן,דרגה 2,10722,הרס נרחב,199,34867,1600,קריטית,כן
29/08/2012,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,13913,הרס נרחב,201,28061,77,קריטית,כן
20/09/2008,טורקיה,אירופה,הוריקן,דרגה 3,11385,הרס נרחב,166,46702,1788,קריטית,כן
11/10/2008,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,4877,הרס נרחב,300,39315,1297,קריטית,כן
16/01/2022,טורקיה,אירופה,הוריקן,דרגה 5,13436,הרס נרחב,181,4141,1167,קריטית,כן
03/03/2004,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,1565,הרס נרחב,165,8531,1385,קריטית,כן
25/01/2021,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,5237,הרס נרחב,231,16611,398,קריטית,כן
25/09/2023,איטליה,אירופה,הוריקן,דרגה 3,12762,הרס נרחב,170,25941,1652,קריטית,כן
01/10/2008,יפן,אסיה,הוריקן,דרגה 4,5845,הרס נרחב,231,33516,481,קריטית,כן
02/01/2017,אינדונזיה,אסיה,הוריקן,דרגה 2,13616,הרס נרחב,300,11306,1634,קריטית,כן
19/07/2009,יפן,אסיה,הוריקן,דרגה 4,4799,הרס נרחב,45,45603,1417,קריטית,כן
08/03/2016,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,3536,הרס נרחב,154,31933,901,קריטית,כן
13/04/2000,יפן,אסיה,הוריקן,דרגה 2,9427,הרס נרחב,269,2559,1090,קריטית,כן
21/04/2007,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,10406,הרס נרחב,195,12508,1255,קריטית,כן
12/06/2016,איטליה,אירופה,הוריקן,דרגה 1,11620,הרס נרחב,220,25106,339,קריטית,כן
03/03/2000,טורקיה,אירופה,הוריקן,דרגה 2,1189,הרס נרחב,228,9851,1682,קריטית,כן
15/04/2017,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,1045,הרס נרחב,251,14144,908,קריטית,כן
21/05/2005,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,14157,הרס נרחב,79,2952,1374,קריטית,כן
04/10/2009,הודו,אסיה,הוריקן,דרגה 5,13043,הרס נרחב,221,3222,270,קריטית,כן
01/10/2008,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,9006,הרס נרחב,123,5142,1926,קריטית,כן
06/11/2015,קנדה,צפון אמריקה,הוריקן,דרגה 3,6287,הרס נרחב,175,8799,1215,קריטית,כן
12/01/2026,קנדה,צפון אמריקה,הוריקן,דרגה 4,1225,הרס נרחב,226,35475,552,קריטית,כן
29/03/2003,טורקיה,אירופה,הוריקן,דרגה 4,14778,הרס נרחב,91,18303,1835,קריטית,כן
03/03/2008,הודו,אסיה,הוריקן,דרגה 4,6872,הרס נרחב,220,12059,1721,קריטית,כן
22/08/2005,אינדונזיה,אסיה,הוריקן,דרגה 1,10865,הרס נרחב,160,6123,100,קריטית,כן
07/05/2024,הודו,אסיה,הוריקן,דרגה 4,11535,הרס נרחב,203,33327,848,קריטית,כן
29/09/2003,יפן,אסיה,הוריקן,דרגה 4,3649,הרס נרחב,229,18742,140,קריטית,כן
11/01/2025,יפן,אסיה,הוריקן,דרגה 4,1797,הרס נרחב,25,24250,1655,קריטית,כן
06/05/2009,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,9908,הרס נרחב,163,39077,1230,קריטית,כן
26/06/2011,הודו,אסיה,הוריקן,דרגה 4,5625,הרס נרחב,291,35257,1720,קריטית,כן
05/06/2016,הודו,אסיה,הוריקן,דרגה 4,11807,הרס נרחב,194,39924,1113,קריטית,כן
27/08/2007,הודו,אסיה,הוריקן,דרגה 3,10942,הרס נרחב,167,32464,997,קריטית,כן
12/07/2015,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,5335,הרס נרחב,238,19113,1368,קריטית,כן
28/08/2011,טורקיה,אירופה,הוריקן,דרגה 3,9394,הרס נרחב,229,5054,685,קריטית,כן
03/12/2023,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,3561,הרס נרחב,64,18637,1431,קריטית,כן
11/08/2000,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,10725,הרס נרחב,271,27294,1746,קריטית,כן
09/05/2018,הודו,אסיה,הוריקן,דרגה 2,7777,הרס נרחב,188,15361,741,קריטית,כן
25/02/2002,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,7306,הרס נרחב,244,38872,685,קריטית,כן
24/03/2019,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,2303,הרס נרחב,287,6507,1263,קריטית,כן
12/04/2007,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,6083,הרס נרחב,283,33060,1200,קריטית,כן
30/06/2023,הודו,אסיה,הוריקן,דרגה 3,1373,הרס נרחב,264,39383,182,קריטית,כן
26/06/2018,אינדונזיה,אסיה,הוריקן,דרגה 2,13475,הרס נרחב,272,34753,729,קריטית,כן
09/03/2016,טורקיה,אירופה,הוריקן,דרגה 2,8391,הרס נרחב,211,33538,156,קריטית,כן
18/12/2002,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,10121,הרס נרחב,20,20686,1404,קריטית,כן
11/01/2018,טורקיה,אירופה,הוריקן,דרגה 1,1311,הרס נרחב,262,26658,654,קריטית,כן
24/01/2024,הודו,אסיה,הוריקן,דרגה 2,12108,הרס נרחב,32,39291,1487,קריטית,כן
28/06/2000,הודו,אסיה,הוריקן,דרגה 1,10285,הרס נרחב,244,40302,270,קריטית,כן
13/02/2017,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 7 מטר,201,הרס נרחב,245,14181,104,קריטית,כן
21/02/2000,קנדה,צפון אמריקה,צונאמי,גלים בגובה 7 מטר,88,הרס נרחב,277,41940,368,קריטית,כן
08/10/2001,אינדונזיה,אסיה,צונאמי,גלים בגובה 8 מטר,139,הרס נרחב,75,23867,1586,קריטית,כן
24/03/2010,צ'ילה,דרום אמריקה,צונאמי,גלים בגובה 2 מטר,112,הרס נרחב,11,43258,1979,קריטית,כן
10/04/2011,אינדונזיה,אסיה,צונאמי,גלים בגובה 5 מטר,50,הרס נרחב,291,11311,97,קריטית,כן
16/06/2003,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 9 מטר,39,הרס נרחב,106,42914,1500,קריטית,כן
01/07/2012,טורקיה,אירופה,צונאמי,גלים בגובה 12 מטר,101,הרס נרחב,178,37598,333,קריטית,כן
